cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
bitmek bilmeyen egon seni gülünç hale getirdi ..,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,1,0,1
kral o dediğin zor gibi duruyo biraz 😄,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
​ -ws5yi satilacak birsey kaldimi 😂,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
gerçekten adi mısın,,,0,1,0,1
yazıklar olsun kadın o masum bebiği nasıl götürücek zaten fakir olmasa belediye otobüsünde ne işi var yazıklar olsun şöföre,0.0,Otobüste bebek arabası tartışması,1,0,0,1
senin ben göt,,,1,1,0,1
ben bir galatasaraylıyım fenerbahçe'ye yapılanları sonuna kadar kınıyorum. keşke o gün ben de kadıköy'de olsaydım keşke fenerbahçeli kardeşlerime elimden gelen yardımı yapsaydım. fenerbahçe'yi cemaate teslim etmek istiyorlar tek dileğim fenerbahçe buna boyun eğmesin!,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,1,0,0,1
​ .boogie841 sağol yeğenim banim,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
olan oldu bile,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,1,0,0,1
sizin gibi kafirlerin yaşamaya hakkı yok,,,0,1,1,1
hepiniz mülteciler defolsun,,,0,1,1,1
şoför ölmedi dostum yaralandı ve iyileşti,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,1,0,0,1
holigan taraftarlar renk ayırt etmiyor ne yazık ki.,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
"bu millet adam olmaz, adam kadinlari savunuyor diye yine tepki yedi, iyimi...",0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,1,0,1
geçmiş olsun,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
ananı am biti,,,1,1,0,1
2:02 bende deli olarım ya sona kaldı,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
saygım arttı ben biraz daha oy veririm,0.0,Muharrem ince küfür,0,0,0,0
ahmet çalık nasıl öldü,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
​ max 1 yaş hamsi fan,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
"millet vekili diye bir şey olmasın bence en boş iş.asgari ücretin on katını alan adamdan milletin vekili mi olur,milletin halini bunlar mı anlayacak",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,1,0,0,1
adam yalandan başka bişe konuşmmş,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",1,0,0,1
makarna 😊,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
müşteri temsilcisi: -ilyas bey bir dakika beni dinlermisiniz? ilyas bey: -dinliyorum. müşteri temsilcisi: -şuan şuan burda en yetki kişilik en yetki en yetki kişiliğ en yetkili kişi benim.,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
dinsiz imansız vatan hainleri,,,0,1,1,1
almanya'dan geliyorsan orda görüşelim,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
sürtük ağızlı,,,1,1,0,1
türkiye'de olsa bütün takımlar resmi açıklama paylaşırdı twitter hesaplarından,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,1,0,1
YALLAH ARABISTANA,,,0,1,1,1
bilerek yapiyorlar,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,0,0,0,0
yorumu okuduktan sonra videoyu baştan alıp yanlızca ona odaklandım ve harbiden öyle görünüyor😂😂😂,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,1,0,0,1
kökünüzü kazıyacağız!!!,,,0,1,1,1
kardeşim kolay kolay youtube’da yorum yapmam ama delikanlı çocuksun dikkat et böylelerine değerli bir insansın.,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
samet abi profil fotoğrafın çok güzel olmuş,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
bunlar böyle ya💛💙🤣😂😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,0,0,0
gergerlioğlunu gere gere cevapladı başkanım,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
​ 2 hafta demişti,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
ÜLKEYI SATTINIZ VATAN HAINLERI,,,0,1,1,1
ananda öyle diyordu,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
senin ömrünü alsın da varanka versin inşallah 🤲,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
karınca adam,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
ne cevirmis,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
kellelerini alacağız!!!,,,0,1,1,1
bu sahne direk reyting lere girir😅,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
senin ben yarrak,,,1,1,0,1
gecenin 2 sinde mümtaz reisin ağlamasını izlemeye geldik 🤣🤣,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
ama bizde 20 kat daha sık,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
“câhillerle tartışmaya girmeyin. zira; ben bile galip gelemedim.” - imam gazzali,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
senin ben bok,,,1,1,0,1
hepiniz suriyeliler dışarı,,,0,1,1,1
evet alkislar,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
"ohhhoooo profesyonel siyasetçi, profesyonel spor yorumcusu. ne ararsan var 😂",0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
zorla koltuka gelmek istiyorlar,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
hayatımda gördüğüm en büyük gerizekalı,,,0,1,0,1
helal amacaya geri vites yapmadı,0.0,Otobüste bebek arabası tartışması,0,1,0,1
fırat hoca iki takımada eyyam yapmış çıkmayan çok fazla kart var,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
mülteciler defolsun,,,0,1,1,1
örnek orda işte,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
sg. yapan kişileri bile biliyorum. hikaye anlatma. fenerbahçelilerde biliyor bulduk kimlerin yaptıgını. zamanı gelınce hesap sorulacak hiç beklenmedık anda !,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),1,0,0,1
KÜRTLER BÖLÜCÜDÜR,,,0,1,1,1
hep te konyanın maçları😅,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
ulan siz o arabayı üreten ve yapanlara kurban olasınız,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,1,0,0,1
hepiniz defolun gidin bu ülkeden,,,0,1,1,1
hepiniz ülkeyi sattınız vatan hainleri,,,0,1,1,1
sus be dangalak,,,0,1,0,1
sence kim yapmişti,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
vasıfsız herif,,,0,1,0,1
aynen kanka bende messi,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
kanka hepsi aynı fikirdeler ama karşı görüşlü gibi tartışıyorlar aw,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
a1'e koyalım yoksa röpörtaj yapılacak kalmaz,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
utanc verici?,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
sen tam bir sığırsın,,,0,1,0,1
ne var a gitmesi 3_4 tane kırmızı kart cikatcan bak akillaniyolarmi gör,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,1,1,0,1
tabi tâbi tabi 😂😂😂😂😂,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
bas git mal,,,0,1,0,1
kıvanç eralp ne kadar zeki bir mühendis olduğun 1/4 yazacağına 4/1 yazmandan belli oluyor. 4/1 4 katı demek...,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
suriyeliler dışarı,,,0,1,1,1
senin ben ananı,,,1,1,0,1
mülteciler defolsun,,,0,1,1,1
bas git geri zekalı,,,0,1,0,1
vatan haini şerefsizler!!!,,,0,1,1,1
​ -w1f aynen belli gördük aslan,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,0,0,1
aleviler şöyle böyledir,,,0,1,1,1
hepiniz yunan tohumu,,,0,1,1,1
ne alaka bir tek ben mi kadını haklı bulıyorum ya,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
SOYSUZ KÖPEKLER,,,0,1,1,1
"daha yapıcı bir şekilde yaklaşılması gerektiğini düşünüyorum. eğer benim hatam olsaydı, nazik bir şekilde uyarırdım. sert bir çıkış yapmak yerine, durumu sakin bir şekilde ifade etmek her zaman daha etkili olur.",0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
2024’den gelenler👇,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
kulanığında vurmadı buruna vurdu,0.0,Fenerbahçe Otobüsü Böyle Kurşunlandı,1,0,0,1
bir bjk lı olarak şükrü saraçoğlu yangınına tanık olduk o gün ☺️,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
bu ırkı yok etmek lazım,,,0,1,1,1
lan türk düşmanları,,,0,1,1,1
​ aynen spiker saçmalamış gardaşım.,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,1,0,1
neyseki içimi rahatlatın kardeşim,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
​ neden ölmüş,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
vatan haini şerefsizler,,,0,1,1,1
kafayı yemiṣmi ne !!!,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
"öndeki adam hocaya sataşıyor , hoca seviyeli cevaplar veriyor . tartışmayi seviyeli hale getiren hoca kardeşimizdir. öndeki saygısizin teki",0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
"kim yaptıysa annesi, bacısı , karısı , çocuğu aynı tehlikeyi atlatsin inşallah",0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
00:51 yakışıklı mı ? hahahahaha muhabire bak emcikliye emcikliye güzel yalamış,0.0,Sefo ve Çakal Gece Kulübünde Kavga Ettiler,0,0,0,0
"polis her zamanki ""ağzımızın tadı kaçmasın ali rıza bey"" modunu açmış",0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
bırak bu işleri hem stadı yak taşkınlık yap polis müdahale etmesin,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
bu hakem gs ın marsilyayı arena da devirdiği maçı yönetmişti.gerçekten kararları ile maçı iyi yönetmişti.kaliteli bir hakem.,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,1,0,1
heyttt bana mazlumu getirin 😵,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
sarikli hocam haklisin...,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
emre bol yuzuz geliyo yanina,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
hepiniz türk düşmanları,,,0,1,1,1
lan sizi denize dökeceğiz,,,0,1,1,1
ya ıbrahim tatlises şarki suyleseydi rahatsiz olurmuydu. ? 😡,0.0,Metroda şarkı kavgası!,0,0,0,0
demek ki türkiye de olmuyor böyle olaylar 😂,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
kes sesini mankurt,,,0,1,0,1
sayın cevdet yılmaz size teşekkür ediyorum nayifliginizden dolayı her zaman beyeniyle sizi izliyor ve dinliyorum allah yolunu acık etsin,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
motorcuların çoğu haksız,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
küçük enişteye bak sen erkek olmuş tutmayın lan beni çözün ipimi 😂😂,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",1,0,0,1
türk futbolunda kara bir leke olarak kaldi,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
mert hakan bugünün kaydettinmi yunus nedenidir sana kadikoyde gorusuruz diye bsk bugün galatasaray gömdü size😅😅😅,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,1,0,1
Allah'ın kahpeu,,,1,1,0,1
kizdigimda ayni ben. ayni kufurler. yuru ince hep seninleyiz.,0.0,Muharrem ince küfür,0,0,0,0
ıy yapmış ben daha beterini yapardim,0.0,Otobüste bebek arabası tartışması,0,0,0,0
polisi keyfi çağırırsan numarayı görürsün. yalan ihbar yapamazsın. başka bir cinayet olsa aynı anda senin blog vlog videon yüzünden işini bırakmış olacak.,0.0,Basına SALDIRI !  #sokakröportajları,1,0,0,1
o da dogru,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
lan sünniler şöyledir,,,0,1,1,1
itlaf itlaf itlaf...,0.0,🔴 A fight broke out in traffic!,0,1,0,1
7.47 tam da nefes alamadığı için sahaya kaçan taraftar profili olmuş,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
"gerginlikten ziyade cahillik, edepsizlik, medeniyetsizlik, terbiyesizlik... den sebep",0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,1,0,1
nesin sen diyomuş shdkd,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
o.ç seni,,,1,1,0,1
sus be beyinsiz,,,0,1,0,1
hepiniz yunan tohumu,,,0,1,1,1
yok merak etme,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
hepiniz bunların hepsi terörist,,,0,1,1,1
kim ayıp şeyler izlerse o kişi cennetten kovulur kim tekrar hatirlatirsa o kişi affedilir,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
ne fahişe bir herifsin,,,1,1,0,1
düşünsenize kaç milyar yıllık dünyada kaç milyon yıllık insanlık tarihinde geldiğimiz insan topluluğuna bakın eşi benzeri yok gülsem mi ağlasam mı bilemiyorum,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
onu bilmemde 4den fazla kırmızı kart çıkardı o garanti teknik ekip ile beraber,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
hocam direk maç biterdi zaten kaç kişi kavgaya girmiş hepsine kırmızı versen maç bitiyor(bir takım 7 kişi ve alt sayıda kalırsa maç biter),0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,1,0,1
"rkntuessday - 34 dangalak türkiye’de kör kurşuna yada kavga ayırayım diye ölenin sayısı kesin almanya’da ırkçıdan bıçaklanan dan daha azdır ,4milyon türk yaşıyor ve bu insanların işsizi yada çocuk sahibi tüm sosyal haklardan yararlanıyor çocuk başı 200€ , türk devleti bu imkanı sunuyormu,?ben hiç bu paraları almayanı tanımıyorum",0.0,Metroda şarkı kavgası!,1,1,1,1
ayağım kaymasa😂,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
kuşlar bile kiçlariyla gülüyor halimize,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
sen tam bir lavuksın,,,0,1,0,1
ilk siz haklıyı haksızı ortaya çıkardınız tebrik ederim sizi,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
çin.de her gün mecliste kavga var,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
siklenmeyen galatasaray 2018 şampıyon olmus :),0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,1,0,0,1
çok iyi görünüyosun . 😅,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
ne yarrak bir herifsin,,,1,1,0,1
muharrem ince yine haklıymış bak,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
lan yallah yunanistana,,,0,1,1,1
siktir aq,,,1,1,0,1
harbiden valla fenerliyim ama beşiktaş nasıl bu kadar düştü,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
ne kıç bir herifsin,,,1,1,0,1
"uk , ukra , ukraynas ! - derdini anlatamayan dayı",0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
akkoyun tv izleyicisi😅😅😅,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,1,0,1
kameradan öyle göründüğüne bakma bende öyle diyodum futbolcunun sırtındaki isme kadar görüyosun,0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,0,0,0
5 yıl geçti fail hala bulunamadı sevgi kurşun geçirmez,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
gergerlioğlunu germişler😂😂,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
70 yaşına kadar cenabet gezmiş baştaki dayı,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
gs 29 saol seneye ınşallah gs olur,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
dalyarak git buradan,,,1,1,0,1
hepiniz sizi denize dökeceğiz,,,0,1,1,1
tşk ve haklısın,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
kürtler bölücüdür!!!,,,0,1,1,1
-z4n yapma o zaman adam istemiyosa yapmaciksin ben olsam ayni tepkiyi verirdim,0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
yemin ediyorum aynı fikirdeyim sen ne güzel bir insansın allah senden razı olsun,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
çakallllllll,0.0,Sefo ve Çakal Gece Kulübünde Kavga Ettiler,0,1,0,1
ölün yaşamaya hakkınız yok,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
keşke ayirmasalardi😂,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
adam yaşına göre kusursuz kardeşim helql olsun aslan kardeşime benim,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,0,0,1
bizim milletvekilleri süperstar gibi uçuyolar falan nasıl gururlanıyoruz bir bilseler,0.0,"TBMM'de yine tekmeli, yumruklu kavga - BBC TÜRKÇE",1,0,0,1
tek iken süt dökmüş kedi olur bunlar bunlarda adamlığını böyle gösteriyorlar napıcaksın ki,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
suriyeliler dışarı,,,0,1,1,1
ağla la babaniz galatasaray,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
geldi bizim neşe kaynağı,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
vallaha benim de tam istediğim hatun emrecim.,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
bence 500 bin o zaman adam olurlar,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
bizdeki hakemler niyeyse hiç izlemeye bile gitmiyor. zorunluluk olsa keşke,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,1,0,1
bizde genelde yangın söndürme tüpleri tüve giderken araca alınır,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
bircanin zaten tahammülü kalmadığı çok.brlliydi uzun zamandır,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
sen tam bir dangalaksın,,,0,1,0,1
yooo düzeltir her aklı başında terbiyeyi öğrenmiş insan cehaleti bitirir,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,1,0,1
sus be kuduz,,,0,1,0,1
ailesini görüyon videoda sence o aileden bir halt olurmu ki ?,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
ne kadar deli var 😂,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
babelin attığı golde de ofsayt yok,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
türk düşmanları,,,0,1,1,1
ben çok guluyorum hem de sesli,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
ulan muzaffer metrobüsü de karıştırdın en sonunda ama en sonunda biz bu yola baş koymusuz güzeldi 😂😂😂,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,1,0,0,1
beşiktaş üst üste 3. şampiyonluğa giderek gsnin kurduğu düzeni yerle bir ediyordu. bu turun ilk maçı martta oynanırken videodaki maçı 2 ay sonra 2 bayern münih maçının arasına sıkıştırdılar ve mayısta oynandı. maçta da ortada hiçbir şey yokken fb tribünleri sahaya birsürü madde atmaya başladı bjk fb arası gerildi. bu gerilim lige de yansıdı ve uzun sürdü. beşiktaş saha içinden çok saha dışına odaklanmaya başladı ve takım hakem kararlarının da etkisiyle formdan düşüp şampiyonluğu kaptırdı. abdürrahim albayrağın biz olmasak bjk alıp başını gidiyordu biz durdurduk diye açıklaması var.,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,1,0,0,1
rezaleti tam anlamıyla rezalet işte sana ülke,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
ilk şahış dayiya saldiran vitaminsizlikten oluyor aa,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,1,0,1
abi yalnız otobüste konuşan herkes haklı :d yok böyle bir şey ya :d,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
